combined	chromosome	haplotype	region	subtelomeric	acrocentric	repeat	gene
2497	13	2	19	6	7	20	3
2498	13	2	19	6	7	12	3
2499	13	1	19	6	7	3	2
2500	25	2	19	6	7	15	3
2501	13	2	19	6	7	10	1
2502	13	1	19	6	7	1	2
2503	13	1	19	6	7	1	3
2504	13	1	19	6	7	3	3
2505	13	1	19	6	7	16	3
2506	13	1	19	6	7	4	3
2507	13	1	19	6	7	2	1
2508	25	2	19	6	7	2	1
2509	25	2	19	6	7	9	2
2510	13	1	19	6	7	7	3
2511	25	2	19	6	7	9	3
2512	13	2	19	6	7	9	3
2513	13	2	19	6	7	11	3
2514	13	1	19	6	7	7	2
2515	13	2	19	6	7	15	3
2516	25	2	19	6	7	15	1
2517	13	1	19	6	7	16	1
2518	30	2	12	6	6	20	3
2519	25	2	19	6	7	2	3
2520	13	1	19	6	7	13	2
2521	25	2	20	6	7	4	2
2522	13	1	19	6	7	4	2
2523	30	2	3	6	7	12	2
2524	25	2	8	6	7	16	3
2525	25	2	8	6	7	16	2
2526	30	2	20	6	7	16	3
2527	25	2	19	6	7	16	3
2528	13	2	19	6	7	7	3
2529	25	2	19	6	7	7	2
2530	25	2	19	6	7	7	3
2531	25	2	19	6	7	7	1
2532	13	2	19	6	7	7	2
2533	26	2	3	6	7	15	2
2534	25	2	7	6	7	12	3
2535	25	2	19	6	7	16	2
2536	13	2	19	6	7	9	1
2537	13	2	19	6	7	15	1
2538	13	1	19	6	7	13	3
2539	25	2	19	6	7	9	1
2540	25	2	15	6	7	9	2
2541	25	2	19	6	7	3	2
2542	26	2	19	4	7	20	2
2543	13	1	19	4	7	20	2
2544	30	2	9	4	7	20	1
2545	13	2	19	4	7	20	2
2546	26	2	19	5	7	20	2
2547	25	2	19	5	7	20	2
2548	25	2	20	4	7	20	2
2549	30	2	19	5	7	20	2
2550	13	1	19	4	7	20	1
2551	13	1	19	4	7	20	3
2552	13	2	19	4	7	20	3
2553	26	2	19	2	7	20	2
2554	26	2	20	2	7	20	2
2555	13	1	19	2	7	20	2
2556	25	2	20	2	7	20	2
2557	25	2	19	6	7	3	1
2558	30	2	7	6	7	12	2
2559	13	1	19	6	7	7	1
2560	30	2	19	2	7	8	3
2561	13	1	19	2	7	20	3
2562	13	1	19	6	7	2	3
2563	30	2	19	6	3	17	1
2564	26	2	19	6	3	17	1
2565	25	2	19	6	7	1	2
2566	25	2	9	6	7	4	3
2567	25	2	19	6	7	4	3
2568	26	2	10	6	6	15	2
2569	13	1	19	6	7	2	2
2570	30	2	15	6	7	9	3
2571	25	2	19	6	7	17	3
2572	13	2	19	6	7	2	2
2573	13	2	19	6	7	9	2
2574	30	2	19	6	6	8	2
2575	25	2	19	6	7	1	3
2576	30	2	17	6	7	15	3
2577	30	2	20	6	3	8	3
2578	25	2	19	6	7	2	2
2579	25	2	7	6	7	10	3
2580	26	2	19	6	3	8	3
2581	26	2	7	6	6	10	2
2582	26	2	3	6	7	7	3
2583	26	2	9	6	6	2	2
2584	26	2	9	6	6	2	3
2585	13	2	19	6	7	3	2
2586	13	2	19	6	7	17	2
2587	26	2	9	6	6	3	2
2588	26	2	9	6	6	3	1
2589	13	2	19	6	7	3	1
2590	13	2	19	6	7	16	2
2591	13	2	19	6	7	16	1
2592	13	2	19	6	7	16	3
2593	13	2	19	6	7	4	3
2594	25	2	19	6	7	4	2
2595	25	2	19	6	7	16	1
2596	13	1	19	6	7	4	1
2597	26	2	9	6	3	9	1
2598	30	2	10	6	1	20	1
2599	25	2	10	6	7	20	2
2600	25	2	10	6	7	20	1
2601	26	2	10	6	1	20	2
2602	26	2	10	6	7	20	2
2603	30	2	10	6	1	20	2
2604	25	2	19	4	7	20	3
2605	13	2	19	2	7	20	3
2606	25	2	9	4	7	20	3
2607	13	1	19	4	7	10	3
2608	26	2	2	6	6	20	2
2609	25	2	2	6	7	20	2
2610	30	2	4	6	6	20	2
2611	30	2	6	6	6	20	1
2612	26	2	9	6	6	1	2
2613	26	2	9	6	4	1	1
2614	30	2	9	6	4	1	1
2615	26	2	20	6	4	1	1
2616	26	2	9	6	4	17	1
2617	26	2	19	6	4	1	1
2618	30	2	9	6	6	1	2
2619	26	2	9	6	4	20	1
2620	30	2	9	6	3	8	3
2621	30	2	9	6	3	20	3
2622	26	2	9	6	3	6	3
2623	30	2	9	6	3	6	3
2624	30	2	9	6	3	10	3
2625	30	2	20	6	3	20	3
2626	30	2	9	6	3	1	1
2627	25	2	3	6	7	11	2
2628	30	2	9	5	7	20	3
2629	30	2	9	2	7	20	3
2630	25	2	7	6	7	20	2
2631	26	2	17	6	7	17	3
2632	25	2	5	6	7	2	2
2633	25	2	5	6	7	2	3
2634	30	2	9	6	4	10	1
2635	25	2	2	6	7	6	2
2636	30	2	19	2	7	20	2
2637	25	2	9	6	7	2	3
2638	25	2	6	6	7	6	2
2639	30	2	5	6	7	15	3
2640	13	1	19	6	7	1	1
2641	26	2	3	6	7	11	1
2642	30	2	3	6	7	15	1
2643	26	2	2	6	7	8	3
2644	25	2	19	6	7	3	3
2645	25	2	1	6	7	6	3
2646	13	2	19	6	7	2	3
2647	13	2	19	6	7	1	3
2648	25	2	20	6	7	1	3
2649	25	2	5	6	7	11	2
2650	26	2	3	6	7	7	1
2651	30	2	3	6	6	11	1
2652	25	2	19	2	7	8	2
2653	25	2	3	6	7	6	1
2654	13	2	19	6	7	2	1
2655	30	2	20	6	7	3	3
2656	25	2	5	6	7	15	3
2657	30	2	5	6	7	7	3
2658	30	2	8	6	7	17	3
2659	13	1	19	6	7	18	3
2660	25	2	19	6	7	19	3
2661	25	2	19	6	7	19	2
2662	13	2	19	6	7	19	3
2663	13	2	19	6	7	19	2
2664	26	2	20	6	7	19	1
2665	26	2	19	6	7	19	1
2666	25	2	20	6	7	19	3
2667	25	2	20	6	7	19	2
2668	26	2	20	6	7	19	2
2669	26	2	19	6	7	18	2
2670	25	2	20	6	7	18	2
2671	25	2	19	6	7	18	3
2672	25	2	20	6	7	18	3
2673	26	2	19	6	7	19	3
2674	13	2	19	6	7	18	3
2675	26	2	20	6	7	18	1
2676	26	2	19	6	7	19	2
2677	26	2	20	6	7	18	2
2678	26	2	19	6	7	18	3
2679	13	2	19	6	7	18	2
2680	30	2	8	6	5	20	2
2681	26	2	19	6	3	6	2
2682	30	2	20	6	7	13	3
2683	25	2	19	6	7	17	1
2684	30	2	19	2	7	11	2
2685	30	2	12	6	7	10	2
2686	13	1	19	6	7	13	1
2687	25	2	7	6	7	6	3
2688	25	2	19	6	7	13	2
2689	13	2	19	6	7	3	3
2690	25	2	7	6	7	8	3
2691	25	2	20	6	7	13	3
2692	13	2	19	6	7	4	2
2693	30	2	19	6	7	3	3
2694	26	2	10	6	6	10	2
2695	25	2	8	6	7	11	1
2696	30	2	15	6	6	10	2
2697	26	2	5	6	6	9	3
2698	25	2	5	6	7	12	2
2699	30	2	3	6	7	15	2
2700	26	2	8	6	5	12	2
2701	25	2	19	5	7	20	3
2702	13	1	19	6	7	18	2
2703	25	2	19	6	7	18	2
2704	26	2	19	6	7	18	1
2705	25	2	8	6	7	18	1
2706	25	2	8	6	7	19	1
2707	13	1	19	3	7	20	3
2708	25	2	19	3	7	20	3
2709	26	2	20	3	7	10	3
2710	8	1	18	3	7	20	3
2711	8	1	18	6	7	20	3
2712	8	2	18	4	7	20	3
2713	8	1	18	4	7	20	3
2714	8	1	18	4	7	20	1
2715	8	1	18	4	7	10	1
2716	8	1	18	6	7	10	1
2717	8	1	18	6	7	10	2
2718	8	2	18	6	7	10	2
2719	8	2	20	6	7	10	2
2720	8	1	18	6	7	20	2
2721	8	2	18	6	7	20	2
2722	8	2	18	6	7	8	2
2723	8	1	18	6	7	8	2
2724	8	2	20	6	7	8	1
2725	8	1	18	6	7	20	1
2726	8	2	18	6	7	20	1
2727	8	2	18	6	7	6	2
2728	8	1	18	6	7	6	2
2729	8	1	18	6	7	12	2
2730	8	2	18	6	7	12	2
2731	8	2	18	6	7	15	2
2732	8	2	18	6	7	10	1
2733	8	2	18	6	7	20	3
2734	8	1	18	6	7	10	3
2735	8	2	18	6	7	10	3
2736	8	1	18	6	7	8	3
2737	8	2	18	6	7	8	3
2738	8	1	18	6	7	6	3
2739	8	2	18	6	7	6	3
2740	8	1	18	6	7	12	3
2741	8	2	18	6	7	12	3
2742	8	2	20	6	7	10	3
2743	8	2	18	6	7	11	3
2744	8	2	18	6	7	12	1
2745	8	1	18	6	7	12	1
2746	8	2	20	6	7	8	2
2747	8	2	20	6	7	8	3
2748	8	1	18	6	7	8	1
2749	8	2	20	6	7	6	3
2750	8	2	20	6	7	20	3
2751	8	1	18	6	7	6	1
2752	8	2	20	6	7	6	1
2753	8	2	20	6	7	6	2
2754	8	1	18	6	7	3	2
2755	8	2	9	6	7	6	3
2756	8	2	9	6	7	10	3
2757	8	2	20	6	7	20	2
2758	8	2	9	6	7	11	3
2759	8	1	18	6	7	16	3
2760	8	1	18	6	7	16	2
2761	8	2	18	6	7	6	1
2762	8	2	9	6	7	6	2
2763	8	2	20	6	7	11	2
2764	8	2	20	6	7	20	1
2765	8	1	18	6	7	18	1
2766	26	2	18	6	7	18	1
2767	26	2	8	6	7	18	1
2768	26	2	18	6	7	19	1
2769	8	2	20	6	7	18	1
2770	8	2	18	6	7	19	1
2771	8	2	18	6	7	18	1
2772	12	2	20	6	7	18	1
2773	8	2	9	6	7	10	2
2774	8	2	9	6	7	8	2
2775	8	2	20	6	7	12	2
2776	8	2	18	6	7	8	1
2777	8	2	20	6	7	12	3
2778	8	1	18	6	7	4	3
2779	8	1	18	6	7	3	3
2780	8	2	20	6	7	11	3
2781	8	2	18	6	7	15	3
2782	8	2	20	6	7	3	3
2783	8	2	20	6	7	15	2
2784	8	2	18	6	7	11	2
2785	8	1	18	6	7	7	2
2786	8	1	18	6	7	13	2
2787	8	2	18	6	7	7	2
2788	8	2	9	6	7	8	3
2789	8	2	20	6	7	10	1
2790	8	2	20	6	7	15	3
2791	8	2	20	6	7	11	1
2792	8	1	18	6	7	4	2
2793	8	2	9	6	7	12	1
2794	8	2	9	6	7	20	2
2795	8	2	20	6	7	12	1
2796	8	1	18	6	7	3	1
2797	8	1	18	6	7	1	2
2798	8	2	9	6	7	15	3
2799	8	1	18	6	7	2	3
2800	8	1	18	6	7	7	3
2801	8	2	18	6	7	7	3
2802	8	2	20	6	7	7	2
2803	8	2	9	6	7	12	3
2804	8	2	18	6	7	16	3
2805	8	2	5	6	7	6	3
2806	8	1	18	6	7	13	3
2807	8	2	9	6	7	20	3
2808	8	2	9	6	7	10	1
2809	8	2	20	6	7	7	3
2810	8	1	18	6	7	2	2
2811	8	2	9	6	7	11	1
2812	8	2	9	6	7	12	2
2813	8	2	18	6	7	11	1
2814	8	2	20	6	7	3	1
2815	8	2	9	6	7	17	2
2816	30	2	18	6	7	2	2
2817	8	2	18	6	7	17	2
2818	8	2	20	6	7	16	2
2819	8	2	18	6	7	16	2
2820	26	2	18	6	7	16	3
2821	8	2	20	6	7	9	3
2822	8	2	20	6	7	3	2
2823	8	2	18	6	7	9	2
2824	8	2	5	6	7	7	2
2825	30	2	9	6	7	13	2
2826	8	1	18	6	7	16	1
2827	8	2	20	6	7	7	1
2828	8	2	9	6	7	8	1
2829	8	2	5	6	7	6	2
2830	8	2	9	6	7	11	2
2831	8	2	9	6	7	6	1
2832	26	2	9	6	7	13	3
2833	8	1	18	6	7	1	3
2834	8	2	18	6	7	3	2
2835	8	2	20	6	7	2	2
2836	8	2	20	6	7	17	3
2837	8	2	18	6	7	2	2
2838	8	2	20	6	7	9	2
2839	8	2	18	6	7	1	2
2840	12	2	20	6	7	2	3
2841	8	2	5	6	7	6	1
2842	8	2	9	6	7	20	1
2843	30	2	18	6	7	9	1
2844	8	2	20	6	7	17	2
2845	8	2	9	6	7	3	2
2846	30	2	20	6	3	12	1
2847	8	2	18	6	7	13	3
2848	12	2	18	3	7	20	2
2849	8	1	18	6	7	13	1
2850	30	2	20	6	3	17	2
2851	8	2	9	6	7	9	2
2852	8	2	9	6	7	15	2
2853	12	2	18	6	7	3	1
2854	26	2	18	6	7	4	3
2855	8	1	18	6	7	4	1
2856	8	1	18	6	7	7	1
2857	8	1	18	6	7	2	1
2858	8	2	18	6	7	9	3
2859	26	2	18	6	6	8	2
2860	30	2	15	6	6	11	2
2861	12	2	7	6	7	20	1
2862	8	2	18	6	7	17	1
2863	12	2	2	6	7	8	2
2864	26	2	5	6	6	10	1
2865	26	2	7	6	7	12	2
2866	30	2	4	6	7	6	2
2867	26	2	4	6	7	6	2
2868	26	2	18	6	7	17	1
2869	8	1	18	2	7	20	2
2870	8	2	20	6	7	15	1
2871	8	1	18	6	7	1	1
2872	26	2	9	6	7	14	2
2873	8	2	9	6	7	3	3
2874	26	2	18	6	3	11	2
2875	8	2	18	6	7	13	2
2876	8	2	15	6	7	8	3
2877	8	2	20	6	7	16	3
2878	26	2	5	4	7	20	3
2879	8	2	20	6	7	13	2
2880	26	2	17	6	1	20	3
2881	26	2	17	6	1	20	1
2882	26	2	17	6	1	12	3
2883	26	2	17	6	1	8	3
2884	30	2	17	6	1	8	3
2885	30	2	17	6	1	11	3
2886	26	2	17	6	1	11	3
2887	26	2	17	6	1	10	3
2888	26	2	17	6	1	10	2
2889	12	2	8	6	7	16	3
2890	30	2	9	6	6	15	3
2891	26	2	17	6	1	15	2
2892	26	2	20	6	3	6	3
2893	8	1	9	6	7	8	2
2894	8	1	9	6	7	20	2
2895	8	1	9	6	7	6	2
2896	8	1	9	6	7	12	2
2897	8	1	9	6	7	10	2
2898	8	1	9	6	7	3	2
2899	8	1	9	6	7	20	1
2900	8	1	9	6	7	6	1
2901	8	1	9	6	7	12	1
2902	8	1	9	6	7	8	1
2903	8	1	9	6	7	16	2
2904	8	1	9	6	7	20	3
2905	8	1	9	6	7	8	3
2906	8	1	9	6	7	12	3
2907	8	1	9	6	7	6	3
2908	8	1	9	6	7	10	3
2909	8	1	9	6	7	10	1
2910	8	1	9	6	7	3	3
2911	8	1	9	6	7	13	3
2912	8	1	9	6	7	16	3
2913	8	2	17	6	7	6	2
2914	8	1	9	6	7	7	3
2915	8	1	9	6	7	4	3
2916	8	1	9	6	7	2	3
2917	8	1	9	6	7	13	2
2918	8	1	9	6	7	7	2
2919	8	2	9	6	7	7	2
2920	8	1	9	6	7	2	2
2921	8	1	9	6	7	3	1
2922	8	2	17	6	7	10	3
2923	8	1	5	6	7	20	3
2924	8	1	5	6	7	6	3
2925	8	2	5	6	7	20	3
2926	26	2	6	6	7	10	3
2927	26	2	5	6	6	8	3
2928	8	2	17	6	7	6	3
2929	8	2	6	6	7	20	3
2930	30	2	5	6	6	20	1
2931	8	1	5	6	7	8	3
2932	8	1	5	6	7	12	3
2933	26	2	5	6	7	3	2
2934	8	1	3	6	7	20	3
2935	8	2	3	6	7	20	3
2936	8	2	4	6	7	20	3
2937	30	2	3	6	7	20	3
2938	8	1	3	6	7	8	3
2939	8	1	3	6	7	6	3
2940	8	2	3	6	7	6	2
2941	8	2	3	6	7	6	3
2942	8	2	2	6	7	20	3
2943	8	1	2	6	7	20	3
2944	8	2	1	6	7	20	3
2945	8	1	1	6	7	20	3
2946	8	2	17	6	7	20	3
2947	26	2	11	6	7	20	3
2948	26	2	11	6	6	20	3
2949	26	2	13	6	6	20	3
2950	26	2	13	6	6	20	1
2951	8	1	11	6	7	20	3
2952	26	2	13	6	7	20	3
2953	26	2	11	6	6	20	1
2954	8	2	11	6	7	20	3
2955	26	2	11	6	7	20	1
2956	26	2	11	6	7	12	3
2957	26	2	13	6	7	12	3
2958	8	1	7	6	7	20	3
2959	8	1	15	6	7	8	3
2960	8	1	15	6	7	20	3
2961	30	2	16	6	6	9	3
2962	8	2	15	6	7	20	3
2963	30	2	16	6	6	8	1
2964	8	1	8	6	7	20	1
2965	8	1	8	6	7	10	1
2966	8	1	9	6	7	16	1
2967	8	1	8	6	7	20	2
2968	8	1	8	6	7	8	2
2969	8	1	9	2	7	20	3
2970	26	2	17	4	7	12	2
2971	8	1	9	4	7	20	3
2972	8	1	10	6	7	20	3
2973	26	2	10	6	1	20	3
2974	8	2	8	6	7	16	3
2975	8	2	8	6	7	20	3
2976	8	2	8	6	7	10	3
2977	8	1	8	6	7	6	3
2978	8	2	8	6	7	6	3
2979	8	1	8	6	7	16	3
2980	8	1	8	6	7	20	3
2981	8	1	8	6	7	10	3
2982	30	2	5	6	7	12	3
2983	8	1	5	6	7	7	3
2984	8	2	5	6	7	7	3
2985	8	2	17	6	7	7	2
2986	12	2	17	6	7	7	3
2987	12	2	17	6	7	7	2
2988	26	2	9	2	7	10	3
2989	8	1	9	6	7	1	3
2990	12	2	17	6	7	10	3
2991	8	1	19	6	7	6	3
2992	8	1	19	6	7	20	3
2993	8	1	19	6	7	8	3
2994	8	1	19	6	7	10	3
2995	8	1	19	6	7	12	3
2996	8	1	19	6	7	10	1
2997	8	1	19	6	7	20	1
2998	8	1	19	6	7	20	2
2999	8	1	19	6	7	10	2
3000	8	1	19	6	7	8	2
3001	8	1	19	6	7	6	2
3002	8	1	19	6	7	12	2
3003	8	2	19	6	7	8	2
3004	8	2	19	6	7	20	2
3005	8	2	19	6	7	10	2
3006	8	2	19	6	7	6	2
3007	8	1	19	6	7	12	1
3008	8	1	19	6	7	8	1
3009	8	2	19	6	7	8	1
3010	8	1	19	6	7	6	1
3011	8	1	19	6	7	3	2
3012	8	1	19	6	7	7	2
3013	8	1	19	6	7	3	3
3014	8	2	19	6	7	3	2
3015	8	2	19	6	7	6	3
3016	8	1	19	6	7	16	1
3017	8	1	19	6	7	3	1
3018	8	2	19	6	7	11	2
3019	8	2	19	6	7	10	3
3020	8	2	19	6	7	6	1
3021	8	1	19	6	7	4	3
3022	8	2	19	6	7	12	2
3023	8	2	19	6	7	8	3
3024	8	2	19	6	7	20	3
3025	8	1	19	6	7	16	2
3026	8	2	19	6	7	15	3
3027	8	1	19	6	7	7	3
3028	8	2	19	6	7	11	3
3029	8	2	19	6	7	10	1
3030	8	2	19	6	7	20	1
3031	8	2	19	6	7	12	1
3032	8	1	19	6	7	13	2
3033	8	2	19	6	7	15	2
3034	8	2	19	6	7	12	3
3035	8	1	19	6	7	1	2
3036	8	2	19	6	7	7	3
3037	26	2	15	6	7	15	1
3038	8	1	19	6	7	4	2
3039	8	1	19	6	7	16	3
3040	8	1	19	6	7	2	2
3041	8	2	19	6	7	7	2
3042	8	1	19	6	7	2	3
3043	8	1	19	6	7	13	3
3044	8	2	19	6	7	2	2
3045	8	2	19	6	7	17	2
3046	30	2	19	6	7	16	3
3047	8	1	19	6	7	2	1
3048	8	1	19	6	7	1	3
3049	30	2	7	6	7	4	3
3050	30	2	19	6	3	10	2
3051	26	2	3	6	7	12	3
3052	12	2	9	4	7	20	2
3053	8	1	19	6	7	4	1
3054	8	2	19	6	7	9	2
3055	30	2	12	6	6	8	1
3056	30	2	8	6	5	20	1
3057	8	2	19	6	7	11	1
3058	12	2	7	6	7	11	1
3059	8	1	19	2	7	20	2
3060	26	2	8	6	6	11	1
3061	26	2	19	6	6	10	3
3062	8	1	19	6	7	13	1
3063	8	1	19	2	7	20	3
3064	30	2	8	6	7	12	1
3065	8	1	19	6	7	7	1
3066	8	2	19	6	7	1	2
3067	26	2	10	6	6	8	3
3068	26	2	12	6	7	10	1
3069	8	2	19	6	7	15	1
3070	8	2	19	6	7	1	3
3071	26	2	8	6	7	7	3
3072	26	2	6	6	7	10	1
3073	26	2	3	6	7	10	1
3074	12	2	20	6	7	3	3
3075	30	2	9	6	7	13	3
3076	8	2	19	6	7	9	3
3077	8	1	19	6	7	1	1
3078	12	2	8	6	7	1	2
3079	26	2	5	6	6	15	2
3080	12	2	9	6	7	2	3
3081	30	2	19	6	3	6	1
3082	26	2	7	6	1	6	3
3083	8	2	19	6	7	16	3
3084	8	2	19	6	7	16	2
3085	30	2	9	6	4	20	2
3086	30	2	9	6	6	17	3
3087	8	2	19	6	7	2	3
3088	26	2	12	6	7	6	2
3089	8	2	19	6	7	16	1
3090	8	2	19	6	7	18	1
3091	8	1	19	6	7	18	2
3092	8	2	19	6	7	18	2
3093	8	2	19	6	7	19	1
3094	8	2	19	6	7	19	2
3095	8	1	19	6	7	18	1
3096	8	1	19	6	7	18	3
3097	8	2	19	6	7	18	3
3098	8	2	19	6	7	19	3
3099	26	2	20	6	7	18	3
3100	26	2	20	6	7	19	3
3101	12	2	19	6	7	18	1
3102	12	2	5	6	7	11	2
3103	12	2	19	3	7	20	2
3104	26	2	9	3	7	20	2
3105	30	2	9	3	7	20	2
3106	26	2	19	3	7	20	2
3107	8	1	19	4	7	20	3
3108	30	2	20	4	7	20	3
3109	8	1	19	3	7	20	3
3110	12	2	20	3	7	20	2
3111	12	2	20	5	7	20	2
3112	12	2	19	3	7	20	3
3113	26	2	20	5	7	20	1
3114	14	1	18	3	7	20	3
3115	30	2	20	5	7	20	1
3116	14	1	18	6	7	20	3
3117	14	1	18	4	7	20	3
3118	26	2	18	4	7	10	3
3119	14	1	18	6	7	10	3
3120	14	1	18	6	7	6	3
3121	14	1	18	6	7	8	3
3122	14	1	18	2	7	20	3
3123	14	2	18	6	7	6	2
3124	14	2	20	6	7	6	3
3125	14	1	18	6	7	10	2
3126	14	1	18	6	7	20	2
3127	14	1	18	6	7	8	2
3128	14	1	18	6	7	6	2
3129	14	2	20	6	7	6	2
3130	14	2	18	6	7	20	2
3131	14	2	18	6	7	10	2
3132	14	2	18	6	7	6	1
3133	14	2	9	6	7	8	2
3134	14	1	18	6	7	6	1
3135	14	1	18	6	7	20	1
3136	14	1	18	6	7	8	1
3137	14	2	18	6	7	20	1
3138	14	2	20	6	7	8	1
3139	14	2	18	6	7	20	3
3140	14	2	20	6	7	8	2
3141	14	2	20	6	7	10	3
3142	14	2	18	6	7	8	2
3143	14	2	20	6	7	10	2
3144	14	2	18	6	7	8	3
3145	14	2	18	6	7	6	3
3146	14	2	9	6	7	10	2
3147	14	2	18	6	7	10	1
3148	14	2	18	6	7	10	3
3149	14	1	18	6	7	12	3
3150	14	2	18	6	7	12	3
3151	14	2	18	6	7	15	3
3152	14	2	20	6	7	8	3
3153	14	1	18	6	7	10	1
3154	14	1	18	6	7	12	2
3155	14	2	9	6	7	6	2
3156	14	2	20	6	7	11	2
3157	14	2	18	6	7	12	2
3158	14	2	18	6	7	8	1
3159	14	2	18	6	7	11	2
3160	14	1	18	6	7	7	3
3161	14	2	20	6	7	20	2
3162	14	2	9	6	7	20	2
3163	14	2	20	6	7	10	1
3164	14	1	18	6	7	16	3
3165	14	2	18	6	7	16	2
3166	14	2	20	6	7	11	3
3167	14	2	9	6	7	8	3
3168	14	2	9	6	7	8	1
3169	14	2	20	6	7	7	3
3170	14	1	18	6	7	2	3
3171	14	2	20	6	7	15	2
3172	14	1	18	6	7	12	1
3173	14	2	18	6	7	7	2
3174	14	1	18	6	7	7	2
3175	14	2	20	6	7	7	2
3176	14	2	20	6	7	12	2
3177	14	2	9	6	7	20	1
3178	14	2	20	6	7	6	1
3179	14	2	9	6	7	12	2
3180	14	2	9	6	7	10	1
3181	14	2	20	6	7	20	3
3182	14	1	18	6	7	2	1
3183	14	1	18	6	7	13	2
3184	25	2	20	6	7	13	2
3185	25	2	3	6	7	11	3
3186	14	1	18	6	7	3	2
3187	14	2	18	6	7	15	2
3188	14	2	20	6	7	11	1
3189	14	2	18	6	7	11	1
3190	14	2	9	6	7	11	2
3191	14	2	20	6	7	9	2
3192	14	1	18	6	7	2	2
3193	14	2	9	6	7	10	3
3194	14	1	18	6	7	3	3
3195	25	2	15	6	7	8	1
3196	14	1	18	6	7	16	2
3197	14	2	9	6	7	7	2
3198	14	2	18	6	7	16	3
3199	25	2	10	6	7	10	1
3200	14	2	18	6	7	12	1
3201	14	2	18	6	7	11	3
3202	14	2	20	6	7	12	3
3203	14	1	18	6	7	1	3
3204	14	2	9	6	7	6	3
3205	14	1	18	6	7	3	1
3206	30	2	18	6	7	17	1
3207	14	2	20	6	7	12	1
3208	26	2	12	6	6	20	1
3209	14	2	18	6	7	3	2
3210	14	1	18	6	7	4	2
3211	14	1	18	2	7	20	2
3212	25	2	5	6	7	11	1
3213	14	1	18	6	7	1	2
3214	25	2	9	6	7	1	2
3215	14	2	20	6	7	17	2
3216	14	1	18	6	7	7	1
3217	25	2	18	6	7	1	3
3218	14	1	18	6	7	13	3
3219	14	2	20	6	7	20	1
3220	14	2	9	6	7	12	1
3221	14	2	9	6	7	20	3
3222	14	1	18	6	7	4	3
3223	14	2	20	6	7	15	3
3224	14	1	18	6	7	4	1
3225	26	2	10	6	7	15	2
3226	30	2	20	6	4	10	1
3227	26	2	18	6	6	8	1
3228	14	2	9	6	7	6	1
3229	25	2	18	6	7	13	2
3230	14	2	20	6	7	2	3
3231	14	2	18	6	7	9	2
3232	30	2	8	6	7	12	3
3233	14	2	9	6	7	12	3
3234	25	2	6	6	7	6	3
3235	14	2	18	6	7	7	3
3236	14	2	9	6	7	7	1
3237	14	1	18	6	7	16	1
3238	25	2	5	6	7	17	2
3239	14	2	9	6	7	17	2
3240	26	2	17	6	5	8	2
3241	14	1	9	6	7	20	2
3242	14	1	9	6	7	6	2
3243	14	1	9	6	7	10	2
3244	14	1	9	6	7	8	2
3245	14	1	9	6	7	10	1
3246	14	1	9	6	7	20	1
3247	14	1	9	6	7	8	1
3248	14	1	9	6	7	12	2
3249	14	1	9	6	7	3	2
3250	14	1	9	6	7	6	1
3251	14	1	9	6	7	16	1
3252	14	1	9	6	7	12	1
3253	14	1	9	6	7	20	3
3254	14	1	9	6	7	8	3
3255	14	1	9	6	7	6	3
3256	14	1	9	6	7	10	3
3257	14	1	9	6	7	12	3
3258	14	1	9	6	7	7	3
3259	14	1	9	6	7	16	3
3260	14	2	9	6	7	7	3
3261	14	1	9	6	7	3	3
3262	14	1	9	6	7	2	3
3263	14	2	9	6	7	11	3
3264	30	2	9	6	7	3	3
3265	25	2	17	6	7	11	1
3266	14	1	9	6	7	7	2
3267	14	1	9	6	7	13	3
3268	14	2	9	6	7	15	3
3269	14	2	9	6	7	15	2
3270	14	1	9	2	7	20	2
3271	14	1	9	6	7	3	1
3272	14	1	9	6	7	16	2
3273	14	1	9	6	7	4	2
3274	14	2	9	6	7	9	2
3275	14	2	9	6	7	3	2
3276	14	1	9	6	7	2	2
3277	14	1	5	6	7	6	3
3278	14	1	5	6	7	20	3
3279	14	1	5	6	7	8	3
3280	14	2	5	6	7	20	3
3281	14	1	15	6	7	20	3
3282	14	2	15	6	7	20	3
3283	14	1	8	6	7	20	2
3284	14	1	8	6	7	20	3
3285	14	2	8	6	7	20	3
3286	14	2	9	6	7	16	3
3287	14	2	9	6	7	17	3
3288	14	2	10	4	7	20	3
3289	26	2	10	4	7	20	3
3290	14	2	10	6	7	20	3
3291	30	2	10	6	1	20	3
3292	14	2	17	6	7	20	3
3293	14	2	17	6	7	6	3
3294	14	2	8	6	7	6	3
3295	14	2	8	6	7	16	3
3296	14	1	8	6	7	16	3
3297	14	2	8	6	7	17	3
3298	14	2	8	6	7	10	3
3299	14	1	8	6	7	10	3
3300	14	1	8	6	7	6	3
3301	25	2	8	6	7	17	3
3302	30	2	17	6	7	12	3
3303	14	1	15	6	7	8	3
3304	14	1	15	6	7	7	3
3305	30	2	15	6	7	7	3
3306	14	1	7	6	7	20	3
3307	14	1	11	6	7	20	3
3308	14	2	11	6	7	20	3
3309	25	2	11	6	7	20	3
3310	14	2	1	6	7	20	3
3311	14	1	1	6	7	20	3
3312	26	2	6	6	7	7	3
3313	14	1	1	6	7	6	3
3314	14	2	1	6	7	10	2
3315	25	2	1	6	7	10	2
3316	14	1	1	6	7	10	3
3317	14	2	1	6	7	6	2
