combined	chromosome	haplotype	region	subtelomeric	acrocentric	repeat	gene
7680	23	1	18	6	7	10	1
7681	23	1	18	6	7	10	2
7682	23	1	18	4	7	20	2
7683	23	1	18	6	7	6	2
7684	23	1	18	6	7	20	2
7685	23	1	18	2	7	20	2
7686	23	1	18	6	7	20	1
7687	23	1	18	2	7	20	3
7688	23	1	18	6	7	8	1
7689	23	2	20	6	7	20	1
7690	23	2	20	6	7	8	1
7691	23	1	18	6	7	6	1
7692	23	1	18	6	7	8	2
7693	23	2	18	6	7	20	2
7694	23	1	18	6	7	12	2
7695	23	1	18	6	7	12	1
7696	23	2	20	6	7	8	2
7697	23	2	18	6	7	6	2
7698	23	2	9	6	7	8	2
7699	23	2	20	6	7	10	2
7700	23	2	20	6	7	20	2
7701	23	2	20	6	7	12	2
7702	23	2	18	6	7	10	2
7703	23	2	18	6	7	20	1
7704	23	1	18	6	7	12	3
7705	23	2	18	6	7	8	3
7706	23	2	20	6	7	8	3
7707	23	2	18	6	7	8	2
7708	23	2	18	6	7	12	2
7709	23	2	18	6	7	12	3
7710	23	2	18	6	7	11	2
7711	23	2	9	6	7	8	3
7712	23	2	20	6	7	10	3
7713	23	2	18	6	7	8	1
7714	23	2	9	6	7	11	2
7715	23	1	18	6	7	7	2
7716	23	2	18	6	7	6	1
7717	23	2	20	6	7	6	2
7718	23	1	18	6	7	13	2
7719	23	2	9	6	7	10	2
7720	23	2	20	6	7	11	2
7721	23	1	18	6	7	7	3
7722	23	2	18	6	7	10	1
7723	23	1	18	6	7	2	2
7724	23	2	9	6	7	6	2
7725	23	2	20	6	7	20	3
7726	23	1	18	6	7	2	3
7727	23	2	20	6	7	15	2
7728	23	2	9	6	7	6	3
7729	23	2	9	6	7	8	1
7730	23	2	9	6	7	20	2
7731	23	2	9	6	7	20	3
7732	23	2	9	6	7	20	1
7733	23	1	18	6	7	3	2
7734	23	1	18	6	7	4	2
7735	23	1	18	6	7	3	1
7736	23	1	18	6	7	16	2
7737	23	1	18	6	7	1	1
7738	23	2	20	6	7	7	2
7739	23	2	18	6	7	7	2
7740	23	2	20	6	7	10	1
7741	23	1	18	6	7	3	3
7742	23	2	9	6	7	12	2
7743	23	2	18	6	7	17	2
7744	23	2	20	6	7	17	1
7745	23	2	18	6	7	11	3
7746	23	2	20	6	7	6	3
7747	23	2	18	6	7	15	3
7748	23	2	18	6	7	7	3
7749	23	2	18	6	7	11	1
7750	23	2	20	6	7	6	1
7751	23	1	18	6	7	7	1
7752	23	2	20	6	7	11	3
7753	23	1	18	6	7	1	2
7754	23	2	9	6	7	2	2
7755	23	2	9	6	7	6	1
7756	23	2	9	6	7	10	1
7757	23	2	20	6	7	12	1
7758	23	2	9	6	7	12	1
7759	23	2	9	6	7	15	2
7760	23	2	18	6	7	12	1
7761	23	2	20	6	7	7	3
7762	23	1	18	6	7	16	3
7763	23	2	9	6	7	10	3
7764	23	1	18	6	7	13	1
7765	23	2	20	6	7	1	2
7766	23	2	20	6	7	9	2
7767	23	2	20	6	7	2	3
7768	23	1	18	6	7	4	1
7769	23	1	18	6	7	4	3
7770	23	2	18	6	7	4	1
7771	23	2	9	6	7	7	2
7772	23	1	18	6	7	1	3
7773	23	2	20	6	7	15	3
7774	23	2	18	6	7	9	2
7775	23	2	20	6	7	12	3
7776	23	2	8	6	7	20	1
7777	23	2	18	6	7	15	1
7778	23	2	18	6	7	15	2
7779	23	2	20	6	7	15	1
7780	23	2	18	6	7	16	3
7781	23	2	9	6	7	16	2
7782	23	2	9	6	7	16	1
7783	23	2	9	6	7	7	1
7784	23	2	18	6	7	16	2
7785	23	2	9	6	7	11	1
7786	23	2	9	6	7	2	3
7787	23	2	9	6	7	9	2
7788	23	2	9	6	7	17	2
7789	23	2	9	6	7	3	2
7790	23	2	18	6	7	16	1
7791	23	2	9	6	7	11	3
7792	23	2	9	6	7	12	3
7793	23	2	9	6	7	15	3
7794	23	2	9	6	7	15	1
7795	23	2	20	6	7	3	1
7796	23	2	20	6	7	11	1
7797	23	2	20	6	7	2	2
7798	23	1	18	6	7	16	1
7799	23	1	9	6	7	6	3
7800	23	1	9	6	7	10	3
7801	23	1	9	6	7	20	3
7802	23	1	9	6	7	8	3
7803	23	1	9	6	7	20	1
7804	23	1	9	6	7	8	1
7805	23	1	9	6	7	8	2
7806	23	1	9	6	7	20	2
7807	23	1	9	6	7	12	2
7808	23	1	9	6	7	6	2
7809	23	1	9	6	7	6	1
7810	23	1	9	6	7	10	2
7811	23	1	9	6	7	12	1
7812	23	2	9	6	7	3	1
7813	23	1	9	6	7	12	3
7814	23	1	9	6	7	3	1
7815	23	1	9	6	7	7	2
7816	23	1	9	6	7	10	1
7817	23	1	9	6	7	1	2
7818	23	1	9	6	7	1	1
7819	23	1	9	6	7	7	3
7820	23	1	9	6	7	4	1
7821	23	1	9	6	7	4	3
7822	23	1	9	6	7	2	2
7823	23	1	9	6	7	3	2
7824	23	1	9	6	7	4	2
7825	23	1	9	6	7	1	3
7826	23	2	9	6	7	1	2
7827	23	1	9	6	7	16	2
7828	23	1	8	6	7	20	1
7829	23	1	9	6	7	7	1
7830	23	1	9	6	7	3	3
7831	23	1	9	6	7	16	1
7832	23	1	9	6	7	16	3
7833	23	2	9	6	7	17	3
7834	23	2	9	6	7	3	3
7835	23	2	17	6	7	10	1
7836	23	2	17	6	7	20	1
7837	23	1	8	6	7	20	2
7838	23	2	8	6	7	20	2
7839	23	2	8	6	7	20	3
7840	23	2	17	6	7	20	3
7841	23	1	8	6	7	20	3
7842	23	2	17	6	7	6	3
7843	23	2	9	6	7	16	3
7844	23	2	8	6	7	8	3
7845	23	2	17	6	7	8	3
7846	23	2	9	6	7	17	1
7847	23	2	8	6	7	6	3
7848	23	1	15	6	7	20	3
7849	23	2	15	6	7	20	3
7850	23	1	15	6	7	6	3
7851	23	2	16	6	7	20	3
7852	23	1	14	6	7	20	3
7853	23	2	14	6	7	20	3
7854	23	1	14	6	7	8	3
7855	23	1	8	6	7	6	3
7856	23	1	15	6	7	8	3
7857	23	2	15	6	7	8	3
7858	23	1	9	6	7	2	3
7859	23	1	5	6	7	20	3
7860	23	2	5	6	7	20	3
7861	23	2	5	6	7	20	2
7862	23	1	5	6	7	20	1
7863	23	2	5	6	7	20	1
7864	23	1	5	6	7	20	2
7865	23	1	5	6	7	10	2
7866	23	1	5	6	7	8	2
7867	23	2	17	6	7	20	2
7868	23	1	8	6	7	8	3
7869	23	1	5	6	7	8	3
7870	23	1	5	6	7	6	3
7871	23	1	5	6	7	7	3
7872	23	1	2	6	7	20	3
7873	23	2	2	6	7	20	3
7874	23	2	4	6	7	20	3
7875	23	2	6	6	7	20	3
7876	23	2	1	6	7	20	3
7877	23	1	1	6	7	20	3
7878	23	1	1	6	7	6	3
7879	23	2	1	6	7	6	3
7880	23	1	3	6	7	20	3
7881	23	2	3	6	7	20	3
7882	23	2	5	6	7	7	3
7883	23	2	5	6	7	6	3
7884	23	1	15	6	7	7	3
7885	23	1	5	6	7	10	3
7886	23	1	9	6	7	2	1
7887	23	1	9	6	7	13	2
7888	23	1	19	6	7	20	3
7889	23	1	19	6	7	8	3
7890	23	1	19	6	7	10	3
7891	23	1	19	6	7	6	3
7892	23	1	19	6	7	4	1
7893	23	2	19	6	7	8	2
7894	23	1	19	6	7	12	3
7895	23	1	19	6	7	20	1
7896	23	1	19	6	7	20	2
7897	23	1	19	6	7	8	2
7898	23	1	19	6	7	8	1
7899	23	2	19	6	7	20	3
7900	23	1	19	6	7	12	2
7901	23	1	19	6	7	6	2
7902	23	2	19	6	7	8	1
7903	23	2	19	6	7	8	3
7904	23	1	19	6	7	12	1
7905	23	2	19	6	7	10	3
7906	23	2	19	6	7	10	1
7907	23	2	19	6	7	12	2
7908	23	2	19	6	7	6	3
7909	23	1	19	6	7	3	3
7910	23	2	19	6	7	11	2
7911	23	2	19	6	7	6	2
7912	23	1	19	6	7	13	3
7913	23	1	19	6	7	7	3
7914	23	1	19	6	7	16	3
7915	23	1	19	6	7	10	2
7916	23	1	19	6	7	6	1
7917	23	1	19	6	7	7	1
7918	23	2	19	6	7	20	2
7919	23	1	19	6	7	1	2
7920	23	2	19	6	7	6	1
7921	23	2	19	6	7	20	1
7922	23	2	19	6	7	12	1
7923	23	2	19	6	7	15	1
7924	23	2	19	6	7	15	2
7925	23	2	19	6	7	10	2
7926	23	1	19	6	7	10	1
7927	23	1	19	6	7	7	2
7928	23	2	19	6	7	7	1
7929	23	2	19	6	7	7	2
7930	23	1	19	6	7	2	2
7931	23	1	19	6	7	3	2
7932	23	1	19	6	7	16	2
7933	23	1	19	6	7	3	1
7934	23	1	19	6	7	13	2
7935	23	2	19	6	7	11	3
7936	23	1	19	6	7	1	3
7937	23	2	19	6	7	12	3
7938	23	1	19	6	7	16	1
7939	23	2	19	6	7	17	2
7940	23	2	19	6	7	1	2
7941	23	2	19	6	7	3	2
7942	23	2	19	6	7	15	3
7943	23	2	19	6	7	16	3
7944	23	2	19	6	7	2	2
7945	23	2	19	6	7	9	2
7946	23	2	19	6	7	17	3
7947	23	2	19	6	7	17	1
7948	23	2	19	6	7	1	1
7949	23	1	19	6	7	4	2
7950	23	1	19	6	7	4	3
7951	23	2	19	6	7	4	1
7952	23	1	19	6	7	2	3
7953	23	2	19	6	7	11	1
7954	23	2	19	6	7	3	1
7955	23	2	19	6	7	7	3
7956	23	1	19	6	7	2	1
7957	23	2	19	6	7	4	3
7958	23	1	19	2	7	20	2
7959	23	1	19	6	7	1	1
7960	23	2	19	6	7	13	2
7961	23	2	19	6	7	9	3
7962	23	2	19	2	7	20	2
7963	23	1	19	4	7	20	3
7964	23	2	19	4	7	20	3
7965	23	1	19	3	7	20	3
7966	24	1	18	3	7	20	3
7967	24	2	18	5	7	20	3
7968	24	2	18	4	7	6	3
7969	24	2	18	4	7	20	3
7970	24	2	18	6	7	20	1
7971	24	2	18	6	7	8	1
7972	24	2	18	6	7	20	2
7973	24	1	18	6	7	20	1
7974	24	2	18	6	7	6	2
7975	24	2	18	6	7	6	1
7976	24	2	18	6	7	20	3
7977	24	2	18	6	7	6	3
7978	24	2	18	6	7	8	3
7979	24	2	18	6	7	10	1
7980	24	2	18	6	7	10	2
7981	24	2	18	6	7	8	2
7982	24	2	20	6	7	10	2
7983	24	2	18	2	7	20	2
7984	24	2	18	2	7	20	3
7985	24	1	18	6	7	6	3
7986	24	1	18	6	7	20	3
7987	24	1	18	6	7	10	3
7988	24	1	18	2	7	20	3
7989	24	1	18	6	7	6	1
7990	24	1	18	6	7	6	2
7991	24	1	18	6	7	20	2
7992	24	1	18	2	7	20	2
7993	24	1	18	6	7	8	2
7994	24	1	18	6	7	10	2
7995	24	1	18	6	7	8	3
7996	24	2	9	6	7	8	3
7997	24	1	18	6	7	12	3
7998	24	1	18	4	7	20	3
7999	24	1	18	4	7	8	3
8000	24	1	18	4	7	10	3
8001	24	2	9	6	7	20	1
8002	24	2	9	6	7	20	2
8003	24	2	9	6	7	8	2
8004	24	2	9	6	7	12	2
8005	24	1	18	6	7	12	2
8006	24	2	9	6	7	6	2
8007	24	2	9	6	7	11	2
8008	24	2	9	6	7	15	2
8009	24	2	9	6	7	10	1
8010	24	2	9	6	7	6	1
8011	24	2	9	6	7	11	1
8012	24	2	9	6	7	8	1
8013	24	2	9	6	7	20	3
8014	24	2	9	6	7	6	3
8015	24	2	9	6	7	10	3
8016	24	2	9	6	7	11	3
8017	24	2	9	6	7	12	3
8018	24	2	20	6	7	8	3
8019	24	1	18	6	7	8	1
8020	24	2	20	6	7	8	2
8021	24	2	20	6	7	12	2
8022	24	1	18	6	7	12	1
8023	24	1	18	6	7	7	2
8024	24	2	18	6	7	12	2
8025	24	2	20	6	7	10	3
8026	24	2	20	6	7	12	3
8027	24	2	20	6	7	20	3
8028	24	2	18	6	7	10	3
8029	24	1	18	6	7	7	3
8030	24	2	20	6	7	6	2
8031	24	1	18	6	7	16	2
8032	24	2	9	6	7	10	2
8033	24	2	20	6	7	8	1
8034	24	1	18	6	7	13	3
8035	24	1	18	6	7	3	3
8036	24	2	18	6	7	12	3
8037	24	1	18	6	7	10	1
8038	24	2	20	6	7	11	2
8039	24	1	18	6	7	3	2
8040	24	1	18	6	7	2	3
8041	24	2	20	6	7	6	3
8042	24	1	18	6	7	16	3
8043	24	2	20	6	7	20	1
8044	24	2	20	6	7	20	2
8045	24	2	18	6	7	15	2
8046	24	1	18	6	7	2	2
8047	24	2	9	6	7	7	3
8048	24	1	18	6	7	3	1
8049	24	1	18	6	7	4	2
8050	24	1	18	6	7	13	2
8051	24	1	18	6	7	4	3
8052	24	1	18	6	7	16	1
8053	24	2	20	6	7	11	3
8054	24	2	20	6	7	6	1
8055	24	2	18	6	7	7	2
8056	24	2	18	6	7	11	3
8057	24	2	20	6	7	10	1
8058	24	2	20	6	7	15	2
8059	24	1	18	6	7	1	2
8060	24	1	18	6	7	1	1
8061	24	2	18	6	7	7	3
8062	24	2	9	6	7	16	3
8063	24	2	9	6	7	16	2
8064	24	2	9	6	7	16	1
8065	24	2	9	6	7	17	2
8066	24	2	9	6	7	15	3
8067	24	1	9	6	7	20	2
8068	24	1	9	6	7	20	1
8069	24	1	9	6	7	8	2
8070	24	1	9	6	7	6	2
8071	24	1	9	6	7	10	2
8072	24	1	9	6	7	12	2
8073	24	1	9	6	7	16	2
8074	24	1	9	6	7	7	2
8075	24	1	9	6	7	20	3
8076	24	1	9	6	7	12	3
8077	24	1	9	6	7	8	3
8078	24	1	9	6	7	6	3
8079	24	1	9	6	7	10	3
8080	24	1	8	6	7	20	3
8081	24	1	10	6	7	20	3
8082	24	1	9	6	7	6	1
8083	24	1	9	6	7	10	1
8084	24	1	9	6	7	7	3
8085	24	2	9	6	7	9	3
8086	24	1	9	6	7	12	1
8087	24	1	9	6	7	8	1
8088	24	1	9	6	7	16	3
8089	24	2	9	6	7	7	2
8090	24	2	9	6	7	7	1
8091	24	1	9	6	7	3	2
8092	24	1	9	6	7	16	1
8093	24	1	9	6	7	3	3
8094	24	1	9	6	7	3	1
8095	24	1	9	6	7	2	2
8096	24	2	9	6	7	9	2
8097	24	1	9	6	7	2	3
8098	24	1	9	6	7	1	2
8099	24	2	17	6	7	6	2
8100	24	1	9	6	7	13	3
8101	24	1	8	6	7	10	3
8102	24	1	8	6	7	20	1
8103	24	1	8	6	7	20	2
8104	24	2	9	6	7	12	1
8105	24	1	9	6	7	7	1
8106	24	1	9	4	7	20	2
8107	24	1	9	2	7	20	3
8108	24	1	9	4	7	20	3
8109	24	1	9	4	7	10	3
8110	24	1	8	6	7	6	3
8111	24	1	5	6	7	20	3
8112	24	1	5	6	7	6	3
8113	24	2	6	6	7	20	3
8114	24	2	5	6	7	20	3
8115	24	1	3	6	7	20	3
8116	24	2	3	6	7	20	3
8117	24	2	4	6	7	20	3
8118	24	1	3	6	7	6	3
8119	24	2	2	6	7	20	3
8120	24	1	2	6	7	20	3
8121	24	1	2	6	7	6	3
8122	24	2	1	6	7	20	3
8123	24	1	1	6	7	20	3
8124	24	1	9	6	7	13	2
8125	24	2	9	6	7	3	2
8126	24	1	9	6	7	1	3
8127	24	1	9	6	7	13	1
8128	24	1	9	6	7	4	2
8129	24	1	19	6	7	20	3
8130	24	1	19	6	7	12	3
8131	24	1	19	6	7	8	3
8132	24	1	19	6	7	10	3
8133	24	1	19	6	7	6	3
8134	24	2	19	6	7	6	3
8135	24	2	19	6	7	6	2
8136	24	2	19	6	7	8	1
8137	24	2	19	6	7	8	3
8138	24	2	19	6	7	20	3
8139	24	2	19	6	7	8	2
8140	24	2	19	6	7	10	2
8141	24	1	19	6	7	4	3
8142	24	2	19	6	7	12	1
8143	24	2	19	6	7	12	2
8144	24	1	19	6	7	16	3
8145	24	2	19	6	7	10	3
8146	24	2	19	6	7	10	1
8147	24	2	19	6	7	20	2
8148	24	1	19	6	7	20	1
8149	24	1	19	6	7	8	1
8150	24	1	19	6	7	16	1
8151	24	1	19	6	7	20	2
8152	24	1	19	6	7	8	2
8153	24	1	19	6	7	6	2
8154	24	1	19	6	7	12	2
8155	24	1	19	6	7	16	2
8156	24	1	19	6	7	10	2
8157	24	1	19	6	7	3	2
8158	24	1	19	6	7	6	1
8159	24	2	19	6	7	11	2
8160	24	1	19	6	7	7	2
8161	24	2	19	6	7	20	1
8162	24	1	19	6	7	12	1
8163	24	1	19	6	7	3	1
8164	24	1	19	6	7	7	3
8165	24	2	19	6	7	9	2
8166	24	2	19	6	7	11	3
8167	24	1	19	6	7	10	1
8168	24	2	19	6	7	12	3
8169	24	1	19	6	7	3	3
8170	24	2	19	6	7	6	1
8171	24	1	19	6	7	2	3
8172	24	1	19	6	7	13	2
8173	24	1	19	6	7	2	2
8174	24	1	19	6	7	1	2
8175	24	2	19	6	7	1	2
8176	24	1	19	6	7	4	2
8177	24	1	19	6	7	1	3
8178	24	1	19	6	7	7	1
8179	24	2	19	6	7	15	2
8180	24	1	19	6	7	13	3
8181	24	2	19	6	7	7	2
8182	24	1	19	6	7	13	1
8183	24	2	19	6	7	16	2
8184	24	1	19	6	7	4	1
8185	24	2	19	6	7	7	1
8186	24	2	19	6	7	16	3
8187	24	2	19	6	7	7	3
8188	24	1	19	2	7	20	2
8189	24	1	19	4	7	20	3
8190	24	1	19	3	7	20	3
8191	10	1	18	3	7	20	3
8192	10	1	18	6	7	20	3
8193	10	1	18	4	7	20	3
8194	12	2	18	4	7	20	2
8195	10	1	18	6	7	20	1
8196	10	1	18	6	7	6	1
8197	10	1	18	6	7	20	2
8198	10	1	18	6	7	8	2
8199	10	1	18	6	7	12	3
8200	10	1	18	6	7	10	3
8201	10	1	18	6	7	6	3
8202	10	2	18	6	7	20	2
8203	10	1	18	6	7	16	1
8204	10	1	18	6	7	6	2
8205	10	1	18	6	7	12	2
8206	10	1	18	6	7	10	2
8207	10	1	18	6	7	8	1
8208	10	1	18	6	7	8	3
8209	10	2	18	6	7	8	3
8210	10	1	18	6	7	12	1
8211	10	1	18	2	7	20	1
8212	10	1	18	2	7	20	3
8213	12	2	9	2	7	20	3
8214	10	2	20	6	7	10	3
8215	10	2	18	6	7	10	3
8216	10	2	20	6	7	8	2
8217	10	2	18	6	7	11	3
8218	10	2	18	6	7	8	2
8219	10	2	18	6	7	6	3
8220	10	2	18	6	7	20	3
8221	10	2	20	6	7	8	3
8222	10	2	9	6	7	8	2
8223	10	2	20	6	7	20	2
8224	10	2	18	6	7	20	1
8225	10	2	9	6	7	11	2
8226	10	2	20	6	7	20	3
8227	10	2	18	6	7	10	2
8228	10	2	18	6	7	8	1
8229	10	2	20	6	7	10	2
8230	10	2	18	6	7	6	2
8231	10	2	18	6	7	12	2
8232	10	1	18	6	7	1	2
8233	10	1	18	6	7	10	1
8234	10	2	20	6	7	8	1
8235	10	2	20	6	7	11	2
8236	10	2	9	6	7	8	3
8237	10	2	9	6	7	6	2
8238	10	2	20	6	7	10	1
8239	10	2	18	6	7	11	2
8240	10	2	20	6	7	20	1
8241	10	2	9	6	7	10	2
8242	10	2	18	6	7	12	3
8243	10	2	20	6	7	6	2
8244	10	1	18	6	7	3	1
8245	10	2	18	6	7	6	1
8246	10	2	9	6	7	8	1
8247	10	1	18	6	7	7	2
8248	10	1	18	6	7	4	1
8249	10	1	18	6	7	4	2
8250	10	2	9	6	7	10	3
8251	10	1	18	6	7	7	3
8252	10	2	20	6	7	7	2
8253	10	2	18	6	7	7	3
8254	10	2	20	6	7	11	3
8255	10	1	18	6	7	3	2
8256	10	2	9	6	7	20	2
8257	10	2	18	6	7	12	1
8258	10	2	5	6	7	8	2
8259	10	2	18	6	7	15	3
8260	10	1	18	6	7	2	2
8261	10	1	18	2	7	20	2
8262	10	2	9	6	7	7	1
8263	10	2	7	6	7	8	2
8264	10	1	18	6	7	3	3
8265	10	2	9	6	7	20	1
8266	10	2	20	6	7	12	2
8267	10	2	18	6	7	10	1
8268	10	2	9	6	7	20	3
8269	10	2	20	6	7	12	3
8270	10	1	18	6	7	4	3
8271	10	2	20	6	7	6	3
8272	10	2	9	6	7	15	3
8273	10	1	18	6	7	16	2
8274	10	2	18	6	7	16	2
8275	10	2	20	6	7	15	2
8276	10	2	18	6	7	15	2
8277	10	1	18	6	7	2	3
8278	10	2	18	6	7	17	3
8279	10	2	9	6	7	7	2
8280	10	2	18	6	7	7	2
8281	10	2	18	6	7	17	2
8282	10	2	9	6	7	10	1
8283	10	2	20	6	7	11	1
8284	10	2	20	6	7	17	2
8285	10	2	9	6	7	12	2
8286	10	1	18	6	7	1	3
8287	10	2	20	6	7	6	1
8288	10	2	9	6	7	7	3
8289	10	1	18	6	7	2	1
8290	12	2	8	6	7	10	1
8291	10	2	7	6	7	20	1
8292	10	2	7	6	7	10	3
8293	10	1	18	6	7	13	3
8294	10	1	18	6	7	1	1
8295	10	2	18	6	7	9	2
8296	10	1	18	6	7	16	3
8297	10	2	20	6	7	15	3
8298	10	1	18	6	7	7	1
8299	10	2	9	6	7	6	3
8300	10	2	18	6	7	11	1
8301	10	2	9	6	7	6	1
8302	10	2	5	6	7	6	2
8303	10	2	8	6	7	8	2
8304	10	2	8	6	7	20	2
8305	10	2	7	6	7	8	1
8306	10	1	18	6	7	13	2
8307	10	2	9	6	7	12	3
8308	10	2	8	6	7	8	3
8309	10	2	7	6	7	20	2
8310	10	2	5	6	7	20	3
8311	10	2	20	6	7	9	1
8312	10	2	20	6	7	9	2
8313	10	1	9	6	7	8	2
8314	10	1	9	6	7	20	2
8315	10	1	9	6	7	6	2
8316	10	1	9	6	7	20	1
8317	10	1	9	6	7	7	2
8318	10	1	9	6	7	20	3
8319	10	1	9	6	7	8	3
8320	10	1	9	6	7	8	1
8321	10	1	9	6	7	6	3
8322	10	1	9	6	7	12	3
8323	10	1	9	6	7	12	2
8324	10	1	9	6	7	10	2
8325	10	1	9	6	7	10	1
8326	10	1	9	6	7	6	1
8327	10	1	9	6	7	10	3
8328	10	1	9	6	7	1	3
8329	10	2	17	6	7	8	1
8330	10	1	8	6	7	20	3
8331	10	2	8	6	7	20	3
8332	10	1	8	6	7	10	3
8333	10	1	8	6	7	4	3
8334	10	1	8	6	7	8	3
8335	10	1	8	6	7	20	2
8336	10	1	8	6	7	20	1
8337	10	1	9	6	7	16	2
8338	10	2	9	6	7	15	2
8339	10	2	9	6	7	12	1
8340	10	2	9	6	7	11	1
8341	10	2	9	6	7	9	2
8342	10	1	9	6	7	12	1
8343	10	2	17	6	7	6	2
8344	10	2	9	6	7	11	3
8345	10	2	9	6	7	13	3
8346	10	1	9	6	7	13	3
8347	10	1	9	6	7	7	3
8348	10	1	9	6	7	7	1
8349	10	1	9	6	7	2	3
8350	10	2	17	6	7	20	1
8351	10	2	17	6	7	6	3
8352	10	2	17	6	7	8	3
8353	10	2	17	6	7	20	2
8354	10	2	17	6	7	10	2
8355	10	1	8	6	7	6	3
8356	10	2	8	6	7	6	3
8357	10	1	7	6	7	20	3
8358	10	2	7	6	7	20	3
8359	10	1	7	6	7	8	3
8360	10	1	7	6	7	20	1
8361	10	1	7	6	7	20	2
8362	10	1	7	6	7	8	2
8363	10	1	9	6	7	16	1
8364	10	1	9	6	7	16	3
8365	10	1	9	6	7	1	2
8366	10	1	7	6	7	7	2
8367	10	2	17	6	7	7	2
8368	10	2	17	6	7	8	2
8369	10	1	7	6	7	10	2
8370	10	2	9	6	7	15	1
8371	10	1	7	6	7	8	1
8372	10	1	7	6	7	10	3
8373	10	2	17	6	7	10	1
8374	10	1	9	2	7	20	2
8375	10	2	7	6	7	10	1
8376	10	2	9	6	7	9	3
8377	10	1	7	6	7	10	1
8378	10	2	7	6	7	8	3
8379	10	2	17	6	7	20	3
8380	10	1	9	6	7	3	3
8381	10	2	17	6	7	10	3
8382	10	1	7	6	7	7	3
8383	10	2	7	6	7	7	3
8384	10	1	7	6	7	6	3
8385	10	2	7	6	7	10	2
8386	10	1	9	6	7	4	3
8387	10	1	5	6	7	20	2
8388	10	1	5	6	7	8	2
8389	30	2	9	2	7	8	3
8390	12	2	7	6	7	15	2
8391	10	1	5	6	7	20	3
8392	10	1	5	6	7	10	3
8393	10	1	5	6	7	6	3
8394	10	2	6	6	7	20	3
8395	10	1	5	6	7	8	3
8396	10	2	5	6	7	6	3
8397	10	2	5	6	7	10	3
8398	10	1	2	6	7	20	3
8399	10	2	2	6	7	20	3
8400	10	2	2	6	7	6	3
8401	10	2	4	6	7	6	3
8402	10	1	2	6	7	6	3
8403	10	2	3	6	7	20	3
8404	10	1	3	6	7	20	3
8405	10	1	3	6	7	6	3
8406	10	2	4	6	7	20	3
8407	10	1	2	6	7	8	3
8408	10	2	1	6	7	20	3
8409	10	1	1	6	7	20	3
8410	10	1	5	6	7	12	3
8411	10	2	5	6	7	10	2
8412	10	2	8	6	7	10	3
8413	10	2	8	6	7	10	2
8414	10	1	5	6	7	20	1
8415	10	2	5	6	7	20	1
8416	10	2	5	6	7	8	3
8417	10	1	9	6	7	13	2
8418	10	1	8	6	7	6	2
8419	10	1	9	6	7	4	2
8420	10	1	9	6	7	3	1
8421	10	1	9	6	7	3	2
8422	10	1	19	6	7	12	3
8423	10	1	19	6	7	20	3
8424	10	1	19	6	7	8	3
8425	10	2	19	6	7	20	3
8426	10	1	19	6	7	10	3
8427	10	1	19	6	7	6	3
8428	10	2	19	6	7	11	2
8429	10	2	19	6	7	8	2
8430	10	2	19	6	7	6	2
8431	10	2	19	6	7	20	2
8432	10	2	19	6	7	6	3
8433	10	1	19	6	7	20	1
8434	10	1	19	6	7	8	1
8435	10	1	19	6	7	20	2
8436	10	1	19	6	7	8	2
8437	10	1	19	6	7	6	2
8438	10	1	19	6	7	12	2
8439	10	2	19	6	7	8	3
8440	10	1	19	6	7	10	2
8441	10	1	19	6	7	10	1
8442	10	2	19	6	7	10	2
8443	10	1	19	6	7	12	1
8444	10	2	19	6	7	15	2
8445	10	2	19	6	7	6	1
8446	10	2	19	6	7	10	3
8447	10	2	19	6	7	11	3
8448	10	2	19	6	7	8	1
8449	10	1	19	6	7	7	2
8450	10	1	19	6	7	3	2
8451	10	1	19	6	7	6	1
8452	10	2	19	6	7	20	1
8453	10	2	19	6	7	12	2
8454	10	2	19	6	7	9	2
8455	10	1	19	6	7	1	2
8456	10	1	19	6	7	4	1
8457	10	1	19	6	7	4	3
8458	10	1	19	6	7	7	3
8459	10	1	19	6	7	16	2
8460	10	1	19	6	7	2	3
8461	10	1	19	6	7	1	3
8462	10	2	19	6	7	12	3
8463	10	2	19	6	7	7	3
8464	10	1	19	6	7	13	2
8465	10	2	19	6	7	12	1
8466	10	2	19	6	7	10	1
8467	10	1	19	6	7	7	1
8468	10	2	19	6	7	11	1
8469	10	1	19	6	7	4	2
8470	10	1	19	6	7	2	2
8471	10	2	19	6	7	7	1
8472	10	1	19	6	7	2	1
8473	10	2	19	6	7	16	2
8474	10	2	19	6	7	17	2
8475	10	1	19	6	7	3	1
8476	10	1	19	2	7	20	2
8477	10	1	19	6	7	3	3
8478	10	2	19	6	7	3	2
8479	10	2	19	6	7	15	3
8480	10	1	19	6	7	13	3
8481	10	1	19	6	7	16	1
8482	10	2	19	6	7	1	2
8483	10	1	19	6	7	1	1
8484	10	2	19	6	7	15	1
8485	10	2	19	6	7	7	2
8486	10	2	19	6	7	9	3
8487	10	1	19	6	7	16	3
8488	10	2	19	6	7	16	3
8489	10	2	19	6	7	17	3
8490	10	2	19	6	7	16	1
8491	26	2	19	6	6	6	2
8492	10	1	19	4	7	20	3
8493	10	1	19	3	7	20	3
8494	11	2	18	3	7	20	3
8495	11	1	18	3	7	20	3
8496	11	2	20	3	7	20	3
8497	11	1	18	6	7	20	3
8498	11	1	18	4	7	20	3
8499	11	1	18	6	7	10	3
8500	11	1	18	6	7	8	3
